discovered_at,capability_bucket,org_name_guess,url,title,snippet,query,matched_keywords,confidence_score,status
2026-01-06 14:35:29,Regulatory / FDA,Investigational New Drug (IND) Submission Services,https://www.thefdagroup.com/services/ind,Investigational New Drug (IND) Submission Services,Expert IND consultants at The FDA Group offer unparalleled support for successful drug development submissions. Trust our experienced team ...,IND regulatory support organization,fda; ind,0.5,queued
2026-01-06 14:35:29,Regulatory / FDA,Regulatory Affairs Professionals Society,https://www.raps.org/,Regulatory Affairs Professionals Society | RAPS,"RAPS is the largest global organization of and for those involved with the regulation of healthcare and related products, including medical devices, ...",IND regulatory support organization,regulatory; regulatory affairs,0.6,added
2026-01-06 14:35:29,Regulatory / FDA,Regulatory Affairs,https://orbisclinical.com/regulatory-affairs/,Regulatory Affairs,Orbis Clinical can provide strategic and operational support to manage all biotech regulatory affairs projects and initiatives.,IND regulatory support organization,regulatory; regulatory affairs; ide,0.7,added
2026-01-06 14:35:29,Regulatory / FDA,Getting Started with INDs / IDEs,https://www.research.chop.edu/investigational-new-drug-and-device-support-program/getting-started-with-inds-ides,Getting Started with INDs / IDEs - CHOP Research Institute,"The IND/IDE Support Office will assist with FDA submissions, study design questions, and will provide training to study teams.",IND regulatory support organization,fda; ind; ide,0.8,added
2026-01-06 14:35:29,Regulatory / FDA,Regulatory Affairs,https://www.altasciences.com/research-support-services-cro/regulatory-affairs,Regulatory Affairs,We offer a complete Regulatory Solution by delivering expert end-to-end Regulatory Affairs and Regulatory Operations services for biotechnology and ...,IND regulatory support organization,regulatory; regulatory affairs,0.5,queued
2026-01-06 14:35:29,Regulatory / FDA,Nonprofits Are Ready to Repurpose Generic Drugs,https://petrieflom.law.harvard.edu/2025/10/02/nonprofits-are-ready-to-repurpose-generic-drugs/,Nonprofits Are Ready to Repurpose Generic Drugs,"FDA could formalize a route—either through guidance or legislation—that lets nonprofits cross-reference existing CMC files (i.e., the drug's ...",FDA pathway guidance nonprofit,fda,0.4,queued
2026-01-06 14:35:29,Regulatory / FDA,Inside the FDA's Quiet Move to Weaken Drug Approval ...,https://medshadow.org/drug-updates-recalls/drug-safety/fda-reducing-clinical-trial-requirements/,Inside the FDA's Quiet Move to Weaken Drug Approval ...,"FDA comments suggest upcoming changes to clinical trial requirements, with experts warning of potential safety risks.",FDA pathway guidance nonprofit,fda; ide,0.5,queued
2026-01-06 14:35:29,Regulatory / FDA,FDA AMT Strategic Plan,https://www.asgct.org/advocacy/policy-statements/fda-amt-strategic-plan,FDA AMT Strategic Plan,The AMT pathway holds great promise for the CGT field; a collaborative approach toward the program's implementation is essential to its success.,FDA pathway guidance nonprofit,fda,0.4,queued
2026-01-06 14:35:29,Regulatory / FDA,Comments Regarding the FDA's Draft Guidance for ...,https://www.citizen.org/article/comments-regarding-the-fdas-draft-guidance-for-accelerated-approval-of-drugs-and-biologics/,Comments Regarding the FDA's Draft Guidance for ...,The guidance states that accelerated approval of drugs and biologics can be based on two types of endpoints: a surrogate endpoint that is considered reasonably ...,FDA pathway guidance nonprofit,fda; ide,0.4,queued
2026-01-06 14:35:29,Regulatory / FDA,Regulatory Consulting,https://www.iqvia.com/solutions/research-and-development/consulting/regulatory-consulting,Regulatory Consulting,"Navigate regulatory challenges with IQVIA's expert guidance. Streamline compliance, mitigate risks, and accelerate product development for market success.",regulatory affairs consulting startup support,regulatory; regulatory consulting,0.5,queued
2026-01-06 14:35:29,Regulatory / FDA,Regulatory Sciences & Regulatory Affairs Consulting,https://www.propharmagroup.com/services/regulatory-sciences/,Regulatory Sciences & Regulatory Affairs Consulting,ProPharma's Regulatory Sciences team offers expert guidance and FDA submission support throughout the entire product development and launch processes.,regulatory affairs consulting startup support,fda; regulatory; regulatory affairs,0.7,added
2026-01-06 14:35:29,Regulatory / FDA,Regulatory Affairs,https://premier-research.com/capabilities/consulting/program-regulatory-strategy/regulatory-affairs/,Regulatory Affairs | CRO | Consulting,Premier Research provides regulatory affairs expertise to help you navigate global requirements and accelerate clinical development success.,regulatory affairs consulting startup support,regulatory; regulatory affairs; ide,0.7,added
2026-01-06 14:35:29,Regulatory / FDA,Regulatory Affairs,https://www.iconplc.com/solutions/consulting/regulatory-affairs,Regulatory Affairs,"Global Regulatory Strategy ICON offers full-service development and regulatory consultancy, providing both strategic and operational support throughout the ...",regulatory affairs consulting startup support,regulatory; regulatory affairs,0.5,queued
2026-01-06 14:35:29,Regulatory / FDA,Regulatory Affairs Consulting Services,https://www.thefdagroup.com/services/regulatory,Regulatory Affairs Consulting Services,"We'll work with you in both pre- and post-marketing drug safety regulations, regulatory filings, marketing authorization applications, variations and renewals.",regulatory affairs consulting startup support,regulatory; regulatory affairs,0.5,queued
2026-01-06 14:35:29,Regulatory / FDA,Strategic Regulatory Affairs Consulting Services,https://www.certara.com/services/early-development/regulatory-affairs-consulting/,Strategic Regulatory Affairs Consulting Services,Our Regulatory Affairs Consulting team offers standalone services & integrated support from product development to commercial and lifecycle maintenance.,regulatory affairs consulting startup support,regulatory; regulatory affairs,0.5,queued
2026-01-06 14:35:29,Regulatory / FDA,Regulatory Affairs,https://biotech.com/regulatory-affairs/,Regulatory Affairs,"PSC Biotech has been a trusted partner in regulatory affairs, providing expert consultants who help life science companies navigate local and global compliance ...",regulatory affairs consulting startup support,regulatory; regulatory affairs,0.5,queued
2026-01-06 14:35:29,Regulatory / FDA,ELIQUENT,https://eliquent.com/,"ELIQUENT - Regulatory clarity, from thought to finish.","From strategy to submission — ELIQUENT's CMC solutions help life sciences companies navigate technical, regulatory, and operational challenges with confidence.",regulatory affairs consulting startup support,regulatory; ide,0.5,queued
2026-01-06 14:35:29,Regulatory / FDA,Electronic Submissions Gateway Next Generation (ESG ...,https://www.fda.gov/industry/electronic-submissions-gateway-next-generation-esg-nextgen,Electronic Submissions Gateway Next Generation (ESG ...,ESG NextGen is the FDA's modernized platform for securely receiving and processing electronic regulatory submissions with improved architecture.,FDA submission support program,fda; regulatory,0.5,queued
2026-01-06 14:35:29,Regulatory / FDA,Requests for Feedback & Meetings: Q,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/requests-feedback-and-meetings-medical-device-submissions-q-submission-program,Requests for Feedback & Meetings: Q-Submission Program,This guidance describes the mechanisms available through which submitters can request FDA feedback regarding potential or planned medical ...,FDA submission support program,fda,0.4,queued
2026-01-06 14:35:29,Regulatory / FDA,Drug and Device Regulatory Assistance Program,https://ictr.wisc.edu/program/drug-and-device-regulatory-assistance-program/,Drug and Device Regulatory Assistance Program,"FDA Submission Preparation: Assistance in preparing and submitting regulatory documents to the FDA, including pre-submission and meeting requests, INDs, and ...",FDA submission support program,fda; regulatory; ind,0.8,added
2026-01-06 14:35:29,Regulatory / FDA,FDA Q,https://alvamed.com/services/regulatory/fda-q-submission-support/,FDA Q-Submission Support,"The Q-Submission program is the best opportunity to engage with the FDA and get valuable feedback on your product's classification, regulatory pathway, ...",FDA submission support program,fda; regulatory,0.6,added
2026-01-06 14:35:29,Regulatory / FDA,The FDA Q,https://www.avaniaclinical.com/resources/path-to-approval-why-the-fda-q-submission-program-is-a-key-regulatory-strategy-component/,The FDA Q-Submission Program,"To help medical device manufacturers get their regulatory strategy questions answered early in the submission process, the FDA developed the Pre-Submission ...",FDA submission support program,fda; regulatory,0.6,added
2026-01-06 14:35:29,Regulatory / FDA,FDA Regulatory Support Program,https://research.utexas.edu/resources/human-subjects/regulatory-support-program,FDA Regulatory Support Program | Texas Research,"The UT Regulatory Support Program, part of the Human Research Protection Program (HRPP), offers comprehensive guidance and navigation support to investigators.",FDA submission support program,fda; regulatory,0.6,added
2026-01-06 14:35:45,Clinical & Translational Support,Support,https://cctr.vcu.edu/support/,Support - Wright Center - Virginia Commonwealth University,The Wright Center provides resources to advance meritorious clinical and translational health sciences research. These funding mechanisms enable ...,clinical translation support program Virginia,clinical; translational,0.6,added
2026-01-06 14:35:45,Clinical & Translational Support,Pilot Grant Funding Support,https://www.ithriv.org/ithriv-request-for,Pilot Grant Funding Support | integrated Translati,"The iTHRIV CTS Pilot Studies Program seeks to develop innovative approaches to translational science (TS) projects, and foster collaboration across iTHRIV ...",clinical translation support program Virginia,translational; cro,0.6,added
2026-01-06 14:35:45,Clinical & Translational Support,Funding,https://www.wvctsi.org/programs/funding/,Funding | West Virginia Clinical & ...,"The Pilot Projects Program provides a mechanism for soliciting and awarding clinical, translational, and community engagement projects.",clinical translation support program Virginia,clinical; translational,0.6,added
2026-01-06 14:35:45,Clinical & Translational Support,Translational Research Commercialization Support,https://research.ncsu.edu/rdo/translational-research-commercialization-support/,Translational Research Commercialization Support,"FastTraCS offers consultations for early-stage concepts from existing research and/or clinical observations, recruitment of local industry and ...",translational research commercialization support,clinical; translational; translational research,0.7,added
2026-01-06 14:35:45,Clinical & Translational Support,Michigan Translational Research & Commercialization ...,https://www.mtu.edu/research/innovation/mtrac/,Michigan Translational Research & Commercialization ...,MTRAC aims to advance materials-based technologies that address poorly-met market needs into commercial development.,translational research commercialization support,translational; translational research,0.5,queued
2026-01-06 14:35:45,Clinical & Translational Support,MTRAC Advanced Transportation Innovation Hub,https://innovationpartnerships.umich.edu/resource/mtrac-innovation-hub-for-advanced-transportation/,MTRAC Advanced Transportation Innovation Hub - UM,"A statewide program supporting translational research projects that have high commercial potential, with the ultimate goal of launching new technologies into ...",translational research commercialization support,translational; translational research,0.7,added
2026-01-06 14:35:45,Clinical & Translational Support,Other MTRAC Innovation Hubs and commercialization ...,https://techtransfer.wayne.edu/techtransfer/mtracinnovationhubs-commercializationfunding,Other MTRAC Innovation Hubs and commercialization ...,In 2016 the program expanded as a statewide program to support translational research throughout the state of Michigan. The expansion reinforces the ...,translational research commercialization support,translational; translational research,0.7,added
2026-01-06 14:35:45,Clinical & Translational Support,University Programs for Entrepreneurial Opportunities,https://www.michiganbusiness.org/services/entrepreneurial-opportunity/university-programs/,University Programs for Entrepreneurial Opportunities,"Michigan's research institutions play a key role in the entrepreneurial spirit across the state – collaborating to support translational research, technology",translational research commercialization support,translational; cro; translational research,0.8,added
2026-01-06 14:35:45,Clinical & Translational Support,Translational research funding,https://innovate.unc.edu/office-of-technology-commercialization/inventors/translational-research-funding/,Translational research funding | Innovate Carolina,The Office of Technology Commercialization (OTC) provides funding to support the development and translation of promising technologies toward commercially ...,translational research commercialization support,translational; translational research,0.5,queued
2026-01-06 14:35:45,Clinical & Translational Support,CTSA Trial Innovation Network,http://ncats.nih.gov/research/research-activities/ctsa/projects/tin,CTSA Trial Innovation Network,Our vision for the TIN is to address roadblocks in clinical trials and to speed the translation of interventions into life-saving treatment.,clinical trials support innovation hub,clinical; clinical trial,0.6,added
2026-01-06 14:35:45,Clinical & Translational Support,Trial Innovation Network (TIN),https://med.stanford.edu/spectrum/researcher-resources/trial-innovation-network.html,Trial Innovation Network (TIN) - Stanford Medicine,The Trial Innovation Network (TIN) is a CTSA program funded to support multi-site (three or more sites) as well as decentralized clinical research.,clinical trials support innovation hub,clinical; clinical research,0.7,added
2026-01-06 14:35:45,Clinical & Translational Support,Trial Innovation Network,https://www.mayo.edu/research/centers-programs/center-clinical-translational-science/resources/trial-innovation-network,Trial Innovation Network - Center for Clinical and ...,The Trial Innovation Network was started by the National Institutes of Health (NIH) in 2017 to help researchers carry out multicenter clinical trials better.,clinical trials support innovation hub,clinical; clinical trial,0.8,added
2026-01-06 14:35:45,Clinical & Translational Support,Clinical Trials Support Units,https://medresearch.umich.edu/office-research/about-office-research/our-units/clinical-trials-support-office/clinical-trials-support-units,Clinical Trials Support Units | University of Michigan Medical ...,CTSUs are business units that partner with investigators and their teams to ensure the timely and efficient activation and execution of clinical trials at ...,clinical trials support innovation hub,clinical; clinical trial,0.5,queued
2026-01-06 14:35:45,Clinical & Translational Support,Center for Clinical Trials Innovation (CCTI),https://dbei.med.upenn.edu/center-of-excellence/center-for-clinical-trials-innovation-ccti/,Center for Clinical Trials Innovation (CCTI) - Penn DBEI,"Center for Clinical Trials Innovation (CCTI). An international research, training, and collaboration hub that will improve health through methodological ...",clinical trials support innovation hub,clinical; clinical trial,0.7,added
2026-01-06 14:35:45,Clinical & Translational Support,Trial Innovation Unit Resources,https://ctscweb.weill.cornell.edu/research-resources/trial-innovation-unit-resources,Trial Innovation Unit Resources | Clinical & Translational ...,"The TICs are charged with coordinating and providing innovative, high quality operational support for clinical trials. TICs – Duke University/Vanderbilt ...",clinical trials support innovation hub,clinical; translational; clinical trial,0.7,added
2026-01-06 14:35:45,Clinical & Translational Support,Trial Innovation Network (TIN),https://ctsi.ucsf.edu/about-us/programs/trial-innovation-network,Trial Innovation Network (TIN),"The vision for the TIN is to improve the efficiency and effectiveness of multi-site clinical trials through operational innovation, shared infrastructure, and ...",clinical trials support innovation hub,clinical; clinical trial,0.6,added
2026-01-06 14:35:45,Clinical & Translational Support,Trial Innovation Network (TIN),https://ctsi.umn.edu/services/multi-site-studies/trial-innovation-network-tin,Trial Innovation Network (TIN),"A collaborative national network for multi-site clinical trials that focuses on operational innovation, excellence, and collaboration.",clinical trials support innovation hub,clinical; clinical trial,0.6,added
2026-01-06 14:35:45,Clinical & Translational Support,i,https://dcri.org/solutions/i-cubed-dcri-innovation-center,i-Cubed: DCRI Innovation Center,"i-Cubed is the center for clinical research innovation, powered by the unique expertise and resources of the Duke Clinical Research Institute (DCRI).",clinical trials support innovation hub,clinical; clinical research,0.7,added
2026-01-06 14:35:45,Clinical & Translational Support,Research Support: Clinical Trials Innovation Unit (CTIU),https://tri.uams.edu/resources-and-services/tri-services/clinical-trials-innovation-unit/,Research Support: Clinical Trials Innovation Unit (CTIU),The purpose of the Clinical Trials Innovation Unit is to support high quality multi-site research studies and streamline the trial start-up processes.,clinical trials support innovation hub,clinical; clinical trial,0.5,queued
2026-01-06 14:35:45,Clinical & Translational Support,CRO Coaching Program: Incubator Conversion Accelerator,https://conversionadvocates.com/ecommerce-incubator-conversion-accelerator/,CRO Coaching Program: Incubator Conversion Accelerator,This program is designed to help eCommerce and SaaS business owners and marketers increase revenue and decrease costs using CRO.,CRO support startup accelerator,cro,0.5,queued
2026-01-06 14:35:45,Clinical & Translational Support,Accelerator™ Drug Development,https://www.ppd.com/how-we-help/integrated-cro-and-cdmo-solutions/,Accelerator™ Drug Development,"Integrated CRO and CDMO solutions encompass contract research, drug development, and manufacturing within a single organization.",CRO support startup accelerator,cro,0.5,queued
2026-01-06 14:35:45,Clinical & Translational Support,The CRO Growth Accelerator,https://www.crogenie.com/accelerator/plan,The CRO Growth Accelerator,"Choose from 117 proven, battle-tested ideas to optimize ANY landing page. Build your own fully prioritized, high-impact CRO plan in minutes.",CRO support startup accelerator,cro,0.4,queued
2026-01-06 14:35:45,Clinical & Translational Support,Cronos Accelerator Program,https://cronos.org/accelerator,Cronos Accelerator Program,"Cronos Accelerator Program is a Web3 accelerator providing startups with seed funding and advisory support through mentoring sessions, bespoke masterclasses ...",CRO support startup accelerator,cro,0.5,queued
2026-01-06 14:35:45,Clinical & Translational Support,CRO Accelerator,https://cro-accelerator.thecrocollective.com/,CRO Accelerator - The CRO Collective,"The CRO Accelerator Course is a 12-week, live online group course and membership community designed to develop and train Chief Revenue Officers.",CRO support startup accelerator,cro,0.4,queued
2026-01-06 14:35:45,Clinical & Translational Support,SBH Sciences' Post,https://www.linkedin.com/posts/sbh-sciences_startupaccelerator-cro-biotech-activity-7391179162192986113-sY_f,SBH Sciences' Post,"In case you haven't heard of us yet, SBH is a pre-clinical CRO and startup accelerator specializing in anti-inflammatory and anti-cancer ...",CRO support startup accelerator,clinical; cro,0.6,added
2026-01-06 14:35:45,Clinical & Translational Support,Association of Clinical Research Professionals,https://acrpnet.org/,Association of Clinical Research Professionals - ACRP,"ACRP supports individuals and life science organizations globally by providing community, education, and credentialing programs. Founded in 1976, ACRP is a ...",clinical development support nonprofit,clinical; clinical research,0.8,added
2026-01-06 14:35:45,Clinical & Translational Support,Accelerate access to clinical trials,https://www.panfoundation.org/accelerate-access-to-clinical-trials/,Accelerate access to clinical trials,"By increasing awareness and involvement in clinical research, we can help to ensure that medical advancements benefit everyone. Support clinical trial education.",clinical development support nonprofit,clinical; clinical trial; clinical research,0.7,added
2026-01-06 14:35:45,Clinical & Translational Support,Support a Trial,https://www.gcaresearch.org/support-a-trial/,Support a Trial | Donate to Advance Clinical Research,Your donations go directly to innovative clinical trial development and operations – helping to bring new treatments to patients.,clinical development support nonprofit,clinical; clinical trial; clinical research,0.7,added
2026-01-06 14:35:45,Clinical & Translational Support,CISCRP,https://www.ciscrp.org/,CISCRP - Clinical Research Programs and Services,Welcome to CISCRP. CISCRP is a 501(C)(3) non-profit organization dedicated to engaging the public and patients as partners in the clinical research process.,clinical development support nonprofit,clinical; clinical research,0.7,added
2026-01-06 14:35:45,Clinical & Translational Support,McKesson Foundation,https://www.mckesson.com/commitments/mckesson-foundation/,McKesson Foundation,"The Foundation's mission is to remove barriers to quality healthcare across North America, especially for vulnerable and underserved communities.",clinical development support nonprofit,cro,0.4,queued
2026-01-06 14:35:45,Clinical & Translational Support,Alliance Foundation,https://www.allianceforclinicaltrialsinoncology.org/main/public/standard.xhtml?path=%2FPublic%2FFoundation,Alliance Foundation,"A nonprofit, tax-exempt foundation - has raised funds to help the Alliance for Clinical Trials in Oncology answer important treatment questions.",clinical development support nonprofit,clinical; clinical trial,0.8,added
2026-01-06 14:35:45,Clinical & Translational Support,About Us,https://chdifoundation.org/about-us/,About Us,"CHDI Foundation is a privately-funded, nonprofit biomedical research organization devoted to a single disease – Huntington's disease (HD).",clinical development support nonprofit,,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,LICENSE: Center for Tech Commercialization,https://link.vt.edu/license.html,LICENSE: Center for Tech Commercialization,We deliver top-tier technology commercialization services to support licensing of technologies to existing companies and promote start-up formation.,technology transfer licensing office Virginia,licensing,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,UVA Licensing & Ventures Group,https://lvg.virginia.edu/,UVA Licensing & Ventures Group - The University of Virginia,Technology Transfer. Learn more about how we bring ideas to the marketplace—and how you can apply your talents and resources. Learn More. Disclose Your ...,technology transfer licensing office Virginia,licensing; technology transfer,0.5,queued
2026-01-06 14:36:01,IP / Legal / Licensing,VA Technology Transfer Program,https://www.research.va.gov/programs/tech_transfer/,VA Technology Transfer Program - VA Research,The mission of the VA Technology Transfer Program (TTP) is to facilitate the commercialization of VA inventions to benefit Veterans and the American public.,technology transfer licensing office Virginia,technology transfer,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Langley Research Center,https://technology.nasa.gov/center/larc,Langley Research Center,"Technology Transfer Office MS: 020. Hampton, VA 23681-2199. LARC-TechTransfer@mail.nasa.gov. Stay up to date, follow NASA's Technology Transfer Program on:.",technology transfer licensing office Virginia,technology transfer,0.5,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Commercialization,https://research.vcu.edu/commercialization/,Commercialization - Research and Innovation - Virginia ...,"VCU TechTransfer and Ventures is a full-service technology transfer office exclusively responsible for protecting, marketing, licensing and commercializing VCU ...",technology transfer licensing office Virginia,licensing; technology transfer,0.5,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Intellectual Property Clinic,https://tec.illinois.edu/programs/ipclinic,Intellectual Property Clinic - Technology Entrepreneur Center,Selected student entrepreneurs who have participated in TEC's programs may get their patent and trademark applications drafted at no cost.,startup IP legal clinic university,ip; intellectual property; patent,0.9,added
2026-01-06 14:36:01,IP / Legal / Licensing,Technology/Intellectual Property Law Field Clinic (TIP Clinic®),https://law.depaul.edu/academics/experiential-learning/legal-clinics/technology-intellectual-property/Pages/default.aspx,Technology/Intellectual Property Law Field Clinic (TIP Clinic®),"The TIP Clinic, a successor to one of the first intellectual property clinics in the country, enables students to gain practice experience in Intellectual ...",startup IP legal clinic university,ip; intellectual property,0.5,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Entrepreneurship Clinic,https://michigan.law.umich.edu/academics/experiential-learning/clinics/entrepreneurship-clinic-0,Entrepreneurship Clinic,An innovative clinical law program that represents and advises University of Michigan student-led entrepreneurial ventures and other entrepreneurial ventures.,startup IP legal clinic university,ip,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Intellectual Property Law Clinic,https://law.northeastern.edu/experience/clinics/ip-clinic/,Intellectual Property Law Clinic - School of Law,Law students provide IP-related legal services to individuals and ventures within the university's entrepreneurship and innovation ecosystem.,startup IP legal clinic university,ip; intellectual property,0.5,queued
2026-01-06 14:36:01,IP / Legal / Licensing,IP Patent Clinic,https://law.uic.edu/experiential-education/clinics/patent/,IP Patent Clinic | UIC Law | University of Illinois Chicago,"Explore UIC Law's IP Patent Clinic, offering inventors free patent services and hands-on student training in real-world patent prosecution.",startup IP legal clinic university,ip; patent,0.5,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Entrepreneurship Clinic,https://law.washu.edu/academics/clinical-programs/entrepreneurship-clinic/,Entrepreneurship Clinic,"WashU Law's Entrepreneurship Clinic connects students with next-generation businesses and nonprofits, providing legal guidance to entrepreneurs.",startup IP legal clinic university,ip,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Patent Pro Bono Program: Free patent legal assistance,https://www.uspto.gov/patents/basics/using-legal-services/pro-bono/patent-pro-bono-program,Patent Pro Bono Program: Free patent legal assistance,The program provides free legal assistance to underresourced inventors interested in securing patent protection for their inventions.,patent support entrepreneurship nonprofit,patent,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Probono,https://inventiv.org/probono/,Probono - Inventiv.org,Inventiv Pro Bono Program. Small businesses and inventors may be eligible to receive free legal help in filing and preparing a patent application.,patent support entrepreneurship nonprofit,patent,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Inventor Assistance Program (IAP),https://www.wipo.int/en/web/inventor-assistance-program,Inventor Assistance Program (IAP),WIPO's Inventor Assistance Program (IAP) connects individuals and small businesses with qualified professionals who help them navigate the patent system at no ...,patent support entrepreneurship nonprofit,ip; patent,0.5,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Connecting eligible inventors and entrepreneurs with free ...,https://www.uspto.gov/subscription-center/2023/connecting-eligible-inventors-and-entrepreneurs-free-legal-assistance,Connecting eligible inventors and entrepreneurs with free ...,The Patent Pro Bono Program is a nationwide network of independently operated regional programs that match volunteer patent professionals with ...,patent support entrepreneurship nonprofit,patent,0.5,queued
2026-01-06 14:36:01,IP / Legal / Licensing,"Resources for Inventors, Small Businesses and Entrepreneurs",https://guides.lib.uw.edu/c.php?g=341727&p=2299628,"Resources for Inventors, Small Businesses and Entrepreneurs","The Inventors Assistance Center at the USPTO answers general questions about patent examination policy and procedure, including technical ...",patent support entrepreneurship nonprofit,patent,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Patent Pro Bono Program,https://dickinsonlaw.psu.edu/intellectual-property-clinic/patent-pro-bono-program,Patent Pro Bono Program,"The Patent Pro Bono Program supports and provides services to solo inventors, non-profits, and small businesses. Before submitting an application to the ...",patent support entrepreneurship nonprofit,patent,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,Pro Bono,https://www.nyipla.org/nyipla/ProBono.asp,Pro Bono,The USPTO's Patent Pro Bono Program encourages patent lawyers and agents to volunteer their legal services in a pro bono environment.,patent support entrepreneurship nonprofit,patent,0.4,queued
2026-01-06 14:36:01,IP / Legal / Licensing,IP & Legal,https://guides.nyu.edu/startups/intellectual_property,IP & Legal - Entrepreneurship & Startups,"The Business Transactions Clinic provides free business and transactional legal services to nonprofit organizations, social enterprises, ...",patent support entrepreneurship nonprofit,ip,0.5,queued
